Start	End	Direction	Weight
hsa:673	hsa:5605	0	1
hsa:673	hsa:5604	0	1
hsa:369	hsa:5894	0	1
hsa:369	hsa:5604	0	1
hsa:369	hsa:673	0	1
hsa:369	hsa:5605	0	1
hsa:1613	hsa:5594	0	1
hsa:1613	hsa:23604	0	1
hsa:1613	hsa:5595	0	1
hsa:23604	hsa:5594	0	1
hsa:23604	hsa:5595	0	1
hsa:5894	hsa:673	0	1
hsa:5894	hsa:5605	0	1
hsa:5894	hsa:5604	0	1
hsa:3845	hsa:369	0	1
hsa:3845	hsa:4893	0	1
hsa:3845	hsa:673	0	1
hsa:3845	hsa:5894	0	1
hsa:1612	hsa:23604	0	1
hsa:1612	hsa:1613	0	1
hsa:1612	hsa:5595	0	1
hsa:1612	hsa:5594	0	1
hsa:4893	hsa:5894	0	1
hsa:4893	hsa:369	0	1
hsa:4893	hsa:673	0	1
hsa:5594	hsa:5595	0	1
hsa:5594	hsa:9252	0	1
hsa:3265	hsa:3845	0	1
hsa:3265	hsa:369	0	1
hsa:3265	hsa:4893	0	1
hsa:3265	hsa:673	0	1
hsa:3265	hsa:5894	0	1
hsa:5595	hsa:9252	0	1
hsa:5605	hsa:5595	0	1
hsa:5605	hsa:5594	0	1
hsa:5604	hsa:5594	0	1
hsa:5604	hsa:5605	0	1
hsa:5604	hsa:5595	0	1
hsa:2261	hsa:3845	0	1
hsa:2261	hsa:3265	0	1
hsa:2261	hsa:4893	0	1
hsa:11186	hsa:3265	0	1
hsa:11186	hsa:4893	0	1
hsa:11186	hsa:3845	0	1
