Start	End	Direction	Weight
hsa:5604	hsa:5605	0	1
hsa:5604	hsa:5595	0	1
hsa:5604	hsa:5594	0	1
hsa:5605	hsa:5595	0	1
hsa:5605	hsa:5594	0	1
hsa:5894	hsa:5604	0	1
hsa:5894	hsa:673	0	1
hsa:5894	hsa:5605	0	1
hsa:673	hsa:5604	0	1
hsa:673	hsa:5605	0	1
hsa:369	hsa:673	0	1
hsa:369	hsa:5894	0	1
hsa:369	hsa:5605	0	1
hsa:369	hsa:5604	0	1
hsa:861	hsa:1437	0	1
hsa:861	hsa:3562	0	1
hsa:861	hsa:1436	0	1
hsa:861	hsa:4353	0	1
hsa:861	hsa:3728	0	1
hsa:861	hsa:862	0	1
hsa:861	hsa:1050	0	1
hsa:861	hsa:6688	0	1
hsa:4893	hsa:5296	0	1
hsa:4893	hsa:5295	0	1
hsa:4893	hsa:8503	0	1
hsa:4893	hsa:5894	0	1
hsa:4893	hsa:369	0	1
hsa:4893	hsa:5290	0	1
hsa:4893	hsa:673	0	1
hsa:4893	hsa:5293	0	1
hsa:4893	hsa:5291	0	1
hsa:3265	hsa:3845	0	1
hsa:3265	hsa:369	0	1
hsa:3265	hsa:4893	0	1
hsa:3265	hsa:673	0	1
hsa:3265	hsa:5894	0	1
hsa:3265	hsa:5291	0	1
hsa:3265	hsa:5290	0	1
hsa:3265	hsa:5295	0	1
hsa:3265	hsa:5293	0	1
hsa:3265	hsa:8503	0	1
hsa:3265	hsa:5296	0	1
hsa:3845	hsa:369	0	1
hsa:3845	hsa:4893	0	1
hsa:3845	hsa:673	0	1
hsa:3845	hsa:5894	0	1
hsa:3845	hsa:5291	0	1
hsa:3845	hsa:5290	0	1
hsa:3845	hsa:5295	0	1
hsa:3845	hsa:5293	0	1
hsa:3845	hsa:8503	0	1
hsa:3845	hsa:5296	0	1
hsa:2322	hsa:6688	0	1
hsa:2322	hsa:6774	0	1
hsa:2322	hsa:1050	0	1
hsa:2322	hsa:6777	0	1
hsa:2322	hsa:6776	0	1
hsa:2322	hsa:5290	0	1
hsa:2322	hsa:2885	0	1
hsa:2322	hsa:5293	0	1
hsa:2322	hsa:5291	0	1
hsa:2322	hsa:5296	0	1
hsa:2322	hsa:5295	0	1
hsa:2322	hsa:8503	0	1
hsa:6655	hsa:3845	0	1
hsa:6655	hsa:3265	0	1
hsa:6655	hsa:4893	0	1
hsa:6654	hsa:3265	0	1
hsa:6654	hsa:6655	0	1
hsa:6654	hsa:4893	0	1
hsa:6654	hsa:3845	0	1
hsa:1050	hsa:8864	0	1
hsa:862	hsa:3728	0	1
hsa:862	hsa:1050	0	1
hsa:862	hsa:6688	0	1
hsa:5296	hsa:8503	0	1
hsa:5293	hsa:5296	0	1
hsa:5293	hsa:5295	0	1
hsa:5293	hsa:8503	0	1
hsa:5295	hsa:5296	0	1
hsa:5295	hsa:8503	0	1
hsa:5290	hsa:5291	0	1
hsa:5290	hsa:5295	0	1
hsa:5290	hsa:5293	0	1
hsa:5290	hsa:8503	0	1
hsa:5290	hsa:5296	0	1
hsa:5291	hsa:5295	0	1
hsa:5291	hsa:5293	0	1
hsa:5291	hsa:8503	0	1
hsa:5291	hsa:5296	0	1
hsa:2885	hsa:6654	0	1
hsa:2885	hsa:6655	0	1
hsa:6934	hsa:83439	0	1
hsa:6777	hsa:11040	0	1
hsa:6777	hsa:5292	0	1
hsa:3815	hsa:6774	0	1
hsa:3815	hsa:6777	0	1
hsa:3815	hsa:6776	0	1
hsa:3815	hsa:5290	0	1
hsa:3815	hsa:2885	0	1
hsa:3815	hsa:5293	0	1
hsa:3815	hsa:5291	0	1
hsa:3815	hsa:5296	0	1
hsa:3815	hsa:5295	0	1
hsa:3815	hsa:8503	0	1
hsa:6774	hsa:6777	0	1
hsa:6774	hsa:6776	0	1
hsa:6774	hsa:5292	0	1
hsa:6774	hsa:11040	0	1
hsa:6932	hsa:83439	0	1
hsa:6932	hsa:6934	0	1
hsa:6776	hsa:11040	0	1
hsa:6776	hsa:6777	0	1
hsa:6776	hsa:5292	0	1
hsa:51176	hsa:6932	0	1
hsa:51176	hsa:83439	0	1
hsa:51176	hsa:6934	0	1
hsa:3728	hsa:6932	0	1
hsa:3728	hsa:51176	0	1
hsa:3728	hsa:83439	0	1
hsa:3728	hsa:6934	0	1
hsa:3728	hsa:4609	0	1
hsa:3728	hsa:5467	0	1
hsa:3728	hsa:595	0	1
hsa:7704	hsa:1848	0	1
hsa:7704	hsa:8900	0	1
hsa:7704	hsa:3728	0	1
hsa:5914	hsa:4609	0	1
hsa:5914	hsa:7704	0	1
hsa:5914	hsa:597	0	1
hsa:5914	hsa:7704	0	1
hsa:5914	hsa:6688	0	1
hsa:5914	hsa:1053	0	1
hsa:5914	hsa:8900	0	1
hsa:5914	hsa:3728	0	1
hsa:5914	hsa:1848	0	1
hsa:5371	hsa:4609	0	1
hsa:5371	hsa:5914	0	1
hsa:5371	hsa:7704	0	1
hsa:5371	hsa:5914	0	1
hsa:5371	hsa:1053	0	1
hsa:5371	hsa:597	0	1
hsa:5371	hsa:3728	0	1
hsa:5371	hsa:6688	0	1
hsa:5371	hsa:8900	0	1
hsa:6688	hsa:2209	0	1
hsa:6688	hsa:1436	0	1
hsa:6688	hsa:929	0	1
hsa:6688	hsa:3684	0	1
hsa:5594	hsa:5595	0	1
