Start	End	Direction	Weight
hsa:5594	hsa:5595	0	1
hsa:5604	hsa:5601	0	1
hsa:5604	hsa:5599	0	1
hsa:5604	hsa:5594	0	1
hsa:5604	hsa:5602	0	1
hsa:5604	hsa:5595	0	1
hsa:5295	hsa:5296	0	1
hsa:5295	hsa:8503	0	1
hsa:5296	hsa:8503	0	1
hsa:5291	hsa:5295	0	1
hsa:5291	hsa:5293	0	1
hsa:5291	hsa:8503	0	1
hsa:5291	hsa:5296	0	1
hsa:5601	hsa:5602	0	1
hsa:5599	hsa:5601	0	1
hsa:5599	hsa:5602	0	1
hsa:5293	hsa:5296	0	1
hsa:5293	hsa:5295	0	1
hsa:5293	hsa:8503	0	1
hsa:3716	hsa:6772	0	1
hsa:3716	hsa:6774	0	1
hsa:5290	hsa:5291	0	1
hsa:5290	hsa:5295	0	1
hsa:5290	hsa:5293	0	1
hsa:5290	hsa:8503	0	1
hsa:5290	hsa:5296	0	1
hsa:5900	hsa:5898	0	1
hsa:5900	hsa:5899	0	1
hsa:1956	hsa:2064	0	1
hsa:1956	hsa:5290	0	1
hsa:1956	hsa:3716	0	1
hsa:1956	hsa:5293	0	1
hsa:1956	hsa:5291	0	1
hsa:1956	hsa:5296	0	1
hsa:1956	hsa:5295	0	1
hsa:1956	hsa:8503	0	1
hsa:5899	hsa:5337	0	1
hsa:5899	hsa:10928	0	1
hsa:5898	hsa:5337	0	1
hsa:5898	hsa:5899	0	1
hsa:5898	hsa:10928	0	1
hsa:2475	hsa:6199	0	1
hsa:2475	hsa:6198	0	1
hsa:6198	hsa:6199	0	1
hsa:10928	hsa:5880	0	1
hsa:10928	hsa:5879	0	1
hsa:10928	hsa:998	0	1
hsa:10928	hsa:5881	0	1
hsa:5880	hsa:5881	0	1
hsa:5880	hsa:4790	0	1
hsa:5880	hsa:998	0	1
hsa:5880	hsa:5970	0	1
hsa:5879	hsa:5881	0	1
hsa:5879	hsa:5880	0	1
hsa:5879	hsa:4790	0	1
hsa:5879	hsa:998	0	1
hsa:5879	hsa:5970	0	1
hsa:5881	hsa:998	0	1
hsa:5881	hsa:5970	0	1
hsa:5881	hsa:4790	0	1
hsa:1950	hsa:1956	0	1
hsa:7039	hsa:1956	0	1
hsa:207	hsa:208	0	1
hsa:207	hsa:4790	0	1
hsa:207	hsa:2475	0	1
hsa:207	hsa:598	0	1
hsa:207	hsa:5970	0	1
hsa:207	hsa:572	0	1
hsa:207	hsa:842	0	1
hsa:207	hsa:3551	0	1
hsa:207	hsa:1147	0	1
hsa:207	hsa:8517	0	1
hsa:208	hsa:2475	0	1
hsa:208	hsa:5970	0	1
hsa:208	hsa:4790	0	1
hsa:208	hsa:842	0	1
hsa:208	hsa:598	0	1
hsa:208	hsa:1147	0	1
hsa:208	hsa:572	0	1
hsa:208	hsa:8517	0	1
hsa:208	hsa:3551	0	1
hsa:6774	hsa:7422	0	1
hsa:10000	hsa:598	0	1
hsa:10000	hsa:5970	0	1
hsa:10000	hsa:572	0	1
hsa:10000	hsa:842	0	1
hsa:10000	hsa:3551	0	1
hsa:10000	hsa:1147	0	1
hsa:10000	hsa:8517	0	1
hsa:10000	hsa:208	0	1
hsa:10000	hsa:207	0	1
hsa:10000	hsa:4790	0	1
hsa:10000	hsa:2475	0	1
hsa:6772	hsa:7422	0	1
hsa:4790	hsa:5970	0	1
hsa:4790	hsa:7422	0	1
hsa:5970	hsa:7422	0	1
hsa:3845	hsa:5900	0	1
hsa:3845	hsa:5894	0	1
hsa:3845	hsa:369	0	1
hsa:3845	hsa:5290	0	1
hsa:3845	hsa:673	0	1
hsa:3845	hsa:5293	0	1
hsa:3845	hsa:5291	0	1
hsa:3845	hsa:5296	0	1
hsa:3845	hsa:5295	0	1
hsa:3845	hsa:8503	0	1
hsa:9459	hsa:5880	0	1
hsa:9459	hsa:5879	0	1
hsa:9459	hsa:5881	0	1
hsa:3551	hsa:8517	0	1
hsa:3551	hsa:5970	0	1
hsa:3551	hsa:4790	0	1
hsa:1147	hsa:3551	0	1
hsa:1147	hsa:4790	0	1
hsa:1147	hsa:8517	0	1
hsa:1147	hsa:5970	0	1
hsa:8517	hsa:5970	0	1
hsa:8517	hsa:4790	0	1
hsa:572	hsa:598	0	1
hsa:673	hsa:5604	0	1
hsa:369	hsa:673	0	1
hsa:369	hsa:5894	0	1
hsa:369	hsa:5604	0	1
hsa:5894	hsa:673	0	1
hsa:5894	hsa:5604	0	1
